median11, ssc_name, ssc2011
16588.0,"Leadville",11346
31148.0,"Leets Vale",11349
27488.74074,"Legume",11350
62019.81719,"Leichhardt (NSW)",11351
57037.94709,"Lewisham (NSW)",11360
31668.0,"Leycester",11361
53472.13793,"Liberty Grove",11362
29967.45946,"Lemon Tree Passage",11352
39034.49706,"Lennox Head",11353
56104.60685,"Elsternwick",20457
35537.61039,"Leppington",11355
38897.01961,"Modanville",11564
31600.17391,"Mogareeka",11565
32881.33333,"Mogendoura",11566
37404.14489,"Leumeah",11357
39322.67249,"Leura",11358
48134.66667,"Lewis Ponds",11359
0.0,"Mondayong",11575
31969.05263,"Monteagle",11576
50928.59406,"Eltham (Vic.)",20458
51349.04712,"Eltham North",20459
32706.43373,"Lidcombe",11363
38576.57143,"Lidsdale",11364
20047.54338,"Lightning Ridge",11365
49510.5,"Linden (NSW)",11374
34102.54545,"Eppalock",20465
29388.0,"Lilli Pilli (Eurobodalla - NSW)",11366
61233.71429,"Lilli Pilli (Sutherland - NSW)",11367
31620.72727,"Lindifferon",11377
36536.23529,"Mayfield (Newcastle - NSW)",11492
18148.0,"Lillian Rock",11368
40881.33333,"Mayfield East",11493
64115.57493,"Lilyfield",11369
21788.0,"Lilyvale (NSW)",11370
22288.74074,"Limbri",11371
28114.66667,"Menangle Park",11513
19559.42857,"Mendooran",11514
30243.65217,"Limeburners Creek (Great Lakes - NSW)",11372
19448.0,"Limpinwood",11373
26468.0,"Donnybrook (Qld)",30501
36348.0,"Lindendale",11375
66850.96053,"Lindfield",11376
79508.0,"Linley Point",11378
35806.33333,"Lismore Heights",11381
22698.0,"Liston",11382
31485.66234,"Lithgow",11383
43995.05882,"Lisarow",11379
26577.39481,"Lismore (NSW)",11380
36781.33333,"Little Wobby",11388
38617.09091,"Littleton",11389
52789.17647,"Little Bay",11384
32188.0,"Little Billabong",11385
30141.54839,"Little Forest",11386
42439.42857,"Little Hartley",11387
57399.6129,"Llanarth (NSW)",11391
34119.42857,"Llandilo",11392
48976.57143,"Lloyd",11393
29692.0,"Lochiel (NSW)",11394
37724.47059,"Lochinvar",11395
29640.0,"Lockhart (NSW)",11396
35070.80702,"Cardross",20256
50390.63959,"Loftus",11397
51010.29508,"Lorn",11409
21083.48387,"Loftville",11398
30748.0,"Logans Crossing",11399
38844.0,"Merungle Hill",11526
30628.0,"Logie Brae",11400
0.0,"Lucas Heights",11421
45653.26316,"Lucknow (NSW)",11422
42729.81818,"Luddenham",11423
37792.44444,"Lue",11424
52485.93103,"Lugarno",11425
36887.79239,"Londonderry (NSW)",11401
30814.05505,"Long Beach",11402
26236.88889,"Long Flat (NSW)",11403
26986.0597,"Lurnea",11426
12948.0,"Meryla",11527
28051.37079,"Carisbrook",20257
32114.58824,"Long Jetty",11404
25400.63158,"Lyndhurst (Blayney - NSW)",11429
42848.0,"Lynwood (NSW)",11430
25118.21277,"Macksville",11431
89478.43478,"Longueville",11406
40982.78261,"Loomberah",11407
28981.33333,"Lorne (NSW)",11410
54413.51724,"Louth Park",11411
45508.74766,"Macquarie Hills",11435
42414.66667,"Lovedale",11412
21948.0,"Lowanna",11413
43801.33333,"Lower Belford",11414
30600.63158,"Lower Boro",11415
19188.0,"Lower Dyraaba",11416
32070.58065,"Mallabula",11446
18890.85714,"Mallanganee",11447
42020.72727,"Mallowa",11448
38019.42857,"Lower Macdonald",11417
26988.0,"Lower Pappinbarra",11418
37869.95122,"Lower Portland",11419
36348.0,"Lowesdale",11420
30064.66667,"Maloneys Beach",11449
32338.83969,"Malua Bay",11450
36653.88235,"Luskintyre",11427
21295.36842,"Lynchs Creek",11428
37026.26087,"Mandalong",11451
31620.72727,"Mandurama",11452
24780.08556,"Maclean",11432
41028.0,"Macmasters Beach",11433
46615.79661,"Mangerton",11453
30504.13208,"Macquarie Fields",11434
39492.18605,"Mangoplah",11454
34506.33333,"Mangrove Mountain",11455
33748.0,"Manildra",11456
24627.79275,"Manilla",11457
68198.0,"Manly (NSW)",11458
58825.90698,"Macquarie Links",11436
49884.0,"Macquarie Park",11437
0.0,"Maddens Plains",11438
25281.33333,"Manyana",11462
44962.92537,"Maraylya",11463
69823.0,"Magenta (NSW)",11439
36255.14286,"Metford",11528
50844.9697,"Maianbar",11440
45155.75194,"Drewvale",30508
22538.16393,"Main Arm",11441
51948.0,"Dumbleton",30517
30726.37838,"Dundathu",30518
38298.0,"Maison Dieu",11442
40011.63636,"Montefiores",11577
34448.0,"Maitland (NSW)",11443
28548.0,"Majors Creek (NSW)",11444
41548.0,"Malabar",11445
51507.06433,"Manly Vale",11459
33640.1659,"Mannering Park",11460
21441.33333,"Manning Point",11461
36741.19471,"Marayong",11464
47490.85714,"Marchmont",11465
38851.7037,"Martins Creek",11481
40092.0,"Martinsville",11482
40685.44076,"Mardi",11466
33538.32258,"Marks Point",11467
27208.60606,"Markwell",11468
27820.0,"Marlee",11469
41208.86957,"Marmong Point",11470
35962.81481,"Maroota",11471
34053.88235,"Marulan",11483
40098.52265,"Maryland (Newcastle - NSW)",11484
34877.07117,"Cranbourne",20344
41944.2675,"Cranbourne East",20345
50177.78723,"Maroubra",11472
42414.66667,"Marrangaroo",11473
32534.66667,"Marrar",11474
42869.28114,"Marrickville",11475
36618.12987,"Marsden Park",11476
47618.69767,"Marsfield",11477
40300.0,"Marshall Mount",11478
34181.33333,"Marthaguy",11479
36694.66667,"Martindale",11480
42016.10176,"Matraville",11491
35914.66667,"Marys Mount",11485
45912.28571,"Maryville",11486
45317.62751,"Mascot",11487
51642.11765,"Matcham",11488
30306.82353,"Mathoura",11489
30454.66667,"Matong",11490
36237.3617,"Mayfield West",11494
35940.15686,"Mays Hill",11495
54491.47826,"McDougalls Hill",11496
47917.23077,"Barwon Heads",20084
43717.14286,"McGraths Hill",11497
31148.0,"McKellars Park",11498
38998.98039,"McLeans Ridges",11499
28028.0,"Bass",20085
79840.01878,"McMahons Point",11500
38858.34483,"Meadow Flat",11501
49167.04762,"Meadowbank (NSW)",11502
36155.40741,"Medlow Bath",11503
43941.48269,"Medowie",11504
45207.25926,"Medway",11505
32592.44444,"Meerschaum Vale",11506
23059.11111,"Megan",11507
51875.77778,"Melrose Park (NSW)",11508
33748.0,"Memagong",11509
40392.44444,"Menah",11510
52131.09859,"Menai",11511
48596.88889,"Menangle",11512
49700.54237,"Kensington Gardens",40334
23437.65517,"Menindee",11515
48148.0,"Merah North",11516
55665.12538,"Merewether",11517
56575.11864,"Merewether Heights",11518
33330.71605,"Merimbula",11519
40191.47826,"Meroo Meadow",11520
32110.96296,"Merriwa (NSW)",11521
31148.0,"Merriwagga",11522
23348.0,"Merrygoen",11523
55213.85366,"Colonel Light Gardens",40122
30765.32938,"Merrylands",11524
34082.00504,"Merrylands West",11525
45757.52381,"Commissariat Point",40123
24683.13514,"Methul",11529
57436.88889,"Michelago",11530
42722.19355,"Middle Arm",11531
41756.0,"Middle Brook",11532
74326.57143,"Millers Point",11539
28124.74419,"Millfield",11540
76175.27273,"Middle Cove",11533
47066.36735,"Middle Dural",11534
31832.21053,"Millingandi",11541
39965.3913,"Bellbridge",20109
40660.19512,"Middleton Grange",11535
35932.0,"Mila",11536
44419.30435,"Milperra",11543
19269.82741,"Miller",11537
39814.66667,"Milsons Passage",11544
66829.99513,"Docklands",20402
43281.33333,"Millers Forest",11538
41050.55102,"Doncaster East",20406
48371.85965,"Donvale",20407
43139.83673,"Millthorpe",11542
41958.52632,"Minchinbury",11547
46748.0,"Mindaribba",11548
44765.26619,"Monterey",11578
39414.66667,"Minmi",11549
43836.0,"Minnamurra",11550
28873.0,"Minnie Water",11551
44148.0,"Minore Falls",11552
33671.79836,"Minto",11553
44489.55496,"Hughesdale",20642
46956.0,"Minto Heights",11554
39748.0,"Humevale",20643
31969.05263,"Hunter",20644
41411.15789,"Huntingdale (Vic.)",20645
46299.5,"Miranda (NSW)",11555
37233.10638,"Mirrabooka (NSW)",11556
27464.66667,"Mirrool",11557
19134.2069,"Missabotti",11558
21842.73684,"Mitchell (NSW)",11559
32396.0,"Jackass Flat",20667
51948.0,"Mitchells Flat",11560
25485.77778,"Mitchells Island",11561
37307.52381,"Mittagong",11562
33979.41361,"Moama",11563
18975.27273,"Jamieson (Vic.)",20668
19600.94118,"Mogo (Eurobodalla - NSW)",11567
16523.0,"Mogood",11568
19322.19355,"Mole River",11569
28110.37624,"Mollymook",11570
28216.45638,"Mollymook Beach",11571
36502.7619,"Molong",11572
52205.31497,"Mona Vale",11573
0.0,"Moore Park",11589
41327.74217,"Moorebank",11590
24318.14925,"Moorland (NSW)",11591
44148.0,"Moorong",11592
37423.5832,"Moree",11593
27064.66667,"Morisset",11594
31620.72727,"Monaltrie",11574
27062.28571,"Mooball",11579
48134.66667,"Moobi",11580
28137.47368,"Moonan Flat",11581
41548.0,"Moonbah",11582
52766.89764,"Kensington Park",40335
34542.44444,"Moonbi",11583
23452.0,"Mooneba",11584
46204.71642,"Kent Town",40336
44519.42857,"Kersbrook",40337
37279.34328,"Moonee Beach",11585
43911.63636,"Mooney Mooney",11586
41623.36232,"Mount Saint Thomas",11630
42771.52941,"Mount Thorley",11631
30776.57143,"Moorbel",11587
43920.81553,"Moore Creek",11588
39598.0,"Morisset Park",11595
41021.41772,"Morpeth",11596
39401.96825,"Mount Vernon",11632
45717.44024,"Mortdale",11597
63754.12245,"Mortlake (NSW)",11598
24591.47826,"Morton",11599
31980.0,"Morts Estate",11600
27511.09524,"Moruya",11601
32572.65753,"Moruya Heads",11602
76395.05882,"Mosman",11603
36894.86347,"Moss Vale",11604
43281.33333,"Mount Elliot (NSW)",11614
58448.0,"Mount Fairy",11615
37388.0,"Mossy Point",11605
25948.0,"Moto",11606
29848.0,"Moulamein",11607
21936.57143,"Mount George (NSW)",11616
40948.0,"Mount Hunter",11617
51301.89222,"Mount Annan",11608
33822.28571,"Mount Arthur",11609
31657.09091,"Mount Austin",11610
19792.89796,"Mount Burrell",11611
52525.1028,"Mount Colah",11612
42945.01493,"Keswick",40338
30784.7049,"Mount Druitt",11613
38538.86294,"Mount Hutton (NSW)",11618
49246.7013,"Mount Keira",11619
50584.06557,"Mount Kembla",11620
50175.27273,"Mount Kuring-Gai",11621
45953.55556,"Mount Ousley",11624
58586.29787,"Mount Pleasant (NSW)",11625
54278.4878,"Redfern",11959
29850.26876,"Mount Pritchard",11626
50112.70588,"Mount Rankin",11627
31641.43066,"Mount Warrigal",11636
35828.0,"Mountain Lagoon",11637
50648.0,"Mount Riverview",11628
30454.66667,"Mount View",11634
37990.10526,"Mount Vincent",11635
44341.14286,"Redhead",11960
52354.25,"Reedy Creek (NSW)",11961
32138.47619,"Mount Russell",11629
29024.66667,"Millgrove",20896
30828.0,"Mount Victoria",11633
28374.66667,"Mountain View (NSW)",11638
36409.90476,"Mudgee",11639
49868.0,"Mugga Downs",11640
15919.42857,"Muli Muli",11643
38514.66667,"Mulbring",11641
45080.07547,"Mulgoa",11642
46748.0,"Mundongo",11654
37404.25,"Mungindi (NSW)",11655
31631.72093,"Mullaway",11644
36023.0,"Mullengandra",11645
41873.0,"Mullion Creek",11646
57725.77778,"Mulloon",11647
38370.22222,"Mitchell Park (Vic.)",20903
20748.0,"Mitta Mitta",20904
27760.12121,"Mullumbimby",11648
29505.89474,"Mullumbimby Creek",11649
31447.28058,"Mulwala",11650
21073.0,"Mumbil",11651
22605.14286,"Mummulgum",11652
25440.68293,"Murrumburrah",11661
26814.66667,"Mundamia",11653
25348.0,"Murrami",11656
42414.66667,"Murray Downs",11657
14042.73684,"Murrin Bridge",11658
27334.66667,"Murrurundi",11662
30416.23028,"Murwillumbah",11663
32188.0,"Murringo",11659
52923.0,"Muscle Creek",11664
44332.0708,"Muswellbrook",11665
29006.82353,"Mutawintji",11666
40179.57895,"Ecklin South",20443
64777.84293,"Murrumbateman",11660
41548.0,"Myall Park (NSW)",11667
29135.09677,"Myocum",11669
30600.63158,"Mylestom",11668
43586.09524,"Watsonia North",21441
25428.0,"Myola (NSW)",11670
16523.0,"Myrtle Creek (NSW)",11671
38183.29412,"Myrtleville",11672
26578.30303,"Mystery Bay",11673
25511.35878,"Nabiac",11674
23489.24748,"Nambucca Heads",11675
72170.22222,"Nanima",11678
36131.33333,"Wattle Bank",21442
29369.05263,"Nana Glen",11676
28362.28571,"Nangus",11677
38809.74957,"Narara",11681
44300.94118,"Jandabup",50355
40191.47826,"Napoleon Reef",11679
22914.66667,"Naradhan",11680
40397.01186,"Narellan",11682
48393.56962,"Narellan Vale",11683
74557.63455,"Naremburn",11684
27448.49751,"Narooma",11685
53917.69697,"Narrabeen",11686
36844.18321,"Narrabri",11687
25740.0,"Narraburra",11688
31789.33333,"Narrandera",11689
24293.45455,"Neath",11696
29761.33333,"Narrawallee",11690
40863.78947,"Narraweena",11691
33630.88288,"Narromine",11692
34822.44795,"Narwee",11693
32396.0,"Nelligen",11697
34119.42857,"Nericon",11702
29779.57895,"Nerong",11703
35698.0,"Nerriga",11704
22048.0,"Nerrigundah",11705
31003.55556,"Nethercote",11706
35264.66667,"Neurea",11707
49185.5,"Nashdale",11694
35698.0,"Nashua",11695
43405.14286,"Nelson (The Hills - NSW)",11698
34937.3617,"Nelson Bay (NSW)",11699
44798.0,"Nelsons Plains",11700
35686.18182,"Nemingha",11701
21999.85185,"Pingelly",50648
72934.75035,"Neutral Bay",11708
35419.42857,"Nevertire",11709
26814.66667,"Neville",11710
34955.14286,"New Berrima",11711
28395.05882,"New Brighton",11712
24365.3913,"New Italy",11713
47929.81818,"Newcastle West",11719
45908.6679,"New Lambton",11714
37816.70229,"Waratah (NSW)",12410
58229.51261,"New Lambton Heights",11715
65162.28571,"Menora",50489
35124.47059,"Newbridge (NSW)",11716
29095.36842,"Newee Creek",11720
39974.31579,"Nathan",31206
62076.83436,"Newcastle",11717
45105.89474,"Newcastle East",11718
49940.98246,"Nebo",31207
0.0,"Neerdie",31208
58605.0997,"Newington (NSW)",11721
54002.5977,"Newport (NSW)",11722
58756.70712,"Newtown (NSW)",11724
32289.46341,"Newrybar",11723
38450.12766,"Niagara Park",11725
33948.0,"Niangala",11726
20368.54054,"Nimbin",11727
17859.11111,"Nimmitabel",11728
30064.66667,"Nobbys Creek",11729
36474.82927,"Norah Head",11730
45156.16327,"Rankin Park",11945
34767.8895,"Noraville",11731
41155.54717,"Nords Wharf",11732
34206.82353,"North Boambee Valley",11739
53994.80851,"Normanhurst",11733
32008.43165,"North Albury",11734
24323.0,"North Arm Cove",11735
36661.7931,"North Gosford",11746
25475.27273,"North Haven (NSW)",11747
51327.81651,"North Avoca",11736
35341.54839,"Yattalunga (NSW)",12610
27920.41379,"Yatte Yattah",12611
59721.64865,"North Balgowlah",11737
30157.52381,"North Batemans Bay",11738
40278.95238,"North Lambton",11748
25480.58427,"North Lismore",11749
63786.0531,"North Bondi",11740
46748.0,"North Brother",11741
27155.14286,"North Macksville",11750
49152.30108,"Revesby Heights",11967
22206.53659,"Yennora",12615
35860.5,"North Casino",11742
54146.52941,"North Manly",11751
26876.57143,"North Narooma",11752
49080.12121,"North Narrabeen",11753
21614.66667,"Yeoval",12616
28941.93939,"Yerong Creek",12617
35804.71642,"Yerrinbool",12618
45524.47059,"Yetholme",12619
25532.0,"Yetman",12620
57790.69663,"North Curl Curl",11743
25109.29032,"North Dorrigo",11744
32262.28571,"North Shore (NSW)",11760
60877.61165,"North Epping",11745
30652.7619,"Nullamanna",11780
35914.66667,"North Nowra",11754
43144.85039,"North Parramatta",11755
40820.0,"North Richmond",11756
50641.12169,"North Rocks",11757
38019.42857,"North Rothbury",11758
47348.84034,"North Ryde",11759
21490.85714,"Numbugga",11781
35889.17647,"Numeralla",11782
32761.7931,"Numulgi",11783
31537.51311,"North St Marys",11761
36500.94118,"North Star",11762
48303.90551,"North Strathfield",11763
71699.20773,"North Sydney",11764
39844.86411,"North Tamworth",11765
37148.0,"North Tumbulgum",11766
59203.81395,"North Turramurra",11767
40594.66667,"North Wagga Wagga",11768
36905.14286,"Nunderi",11784
22568.0,"Nundle",11785
0.0,"Nungatta",11786
36348.0,"Nurenmerenmong",11787
24810.5,"Nymboida",11788
36001.33333,"Nyngan",11789
63713.82278,"North Wahroonga",11769
53743.58011,"North Willoughby",11770
40096.83721,"O'Connell (NSW)",11790
41223.0,"North Wollongong",11771
40412.4714,"Oakhurst (NSW)",11794
25370.22222,"North Yeoval",11772
73093.92275,"Northbridge (NSW)",11773
50403.9727,"Northmead",11774
33948.0,"Oaklands",11795
31620.72727,"South Nowra",12112
90100.17391,"Northwood (NSW)",11775
13598.0,"Nowendoc",11776
39891.7037,"Oakville",11796
25085.52013,"Nowra",11777
32566.18182,"Oaky Park",11797
41016.18182,"Nowra Hill",11778
42771.52941,"Nulkaba",11779
35101.91705,"Oak Flats",11791
38711.63636,"Oakdale (NSW)",11792
54855.89474,"Oakhampton",11793
48271.01255,"Oatlands (NSW)",11798
57071.92427,"Oatley",11799
35208.95238,"Oberon",11800
40113.51724,"Obley",11801
30240.24138,"Ocean Shores",11802
25948.0,"Old Erowal Bay",11805
16414.66667,"Old Grevillia",11806
31778.30303,"Old Bar",11803
19834.48649,"Old Bonalbo",11804
25482.32836,"Old Guildford",11807
31841.33333,"Old Junee",11808
46748.0,"Old Toongabbie",11809
51205.14286,"One Mile (NSW)",11810
28919.42857,"Ootha",11811
36348.0,"Ophir",11812
40630.35294,"Oran Park",11813
40990.61731,"Orange",11814
47601.73134,"Orangeville",11815
25688.0,"Orient Point",11817
43760.76596,"Orchard Hills",11816
36419.23288,"Yoogali",12621
30894.34146,"Yorklea",12622
31548.0,"Young",12623
47457.09091,"Osterley (NSW)",11818
62059.11111,"Otford",11819
47181.33333,"Oura",11820
41297.62963,"Ourimbah",11821
43281.33333,"Oxford Falls",11822
32708.0,"Oxley Island",11823
57499.09489,"Yowie Bay",12624
35473.45455,"Oxley Park",11824
35740.99611,"Oxley Vale",11825
57670.59136,"Oyster Bay",11826
36800.17391,"Pambula Beach",11836
30044.9697,"Pampoolah",11837
76615.40413,"Paddington (NSW)",11827
28089.17647,"Paddys River (Wingecarribee - NSW)",11828
35241.61702,"Pelican (NSW)",11856
22481.33333,"Pembrooke",11857
60714.28352,"Pemulwuy",11858
0.0,"Yuraygir",12625
64727.32099,"Zetland",12626
40940.61025,"Padstow",11829
51387.81265,"Holland Park",30764
46401.33333,"Padstow Heights",11830
46694.11399,"Pagewood",11831
36574.08696,"Pallamallawa",11832
52748.0,"Palm Beach (NSW)",11833
32115.44186,"Palmers Island",11834
29170.53521,"Pambula",11835
42555.1736,"Panania",11838
36051.3033,"Parkes (NSW)",11839
40838.90909,"Parkesbourne",11840
48394.23116,"Parklea",11841
40062.28571,"Parkville (NSW)",11842
38824.19048,"Parma",11843
39583.85147,"Parramatta",11844
34684.0,"Parraweena",11845
38081.33333,"Paterson (NSW)",11846
29068.0,"Patonga",11847
29068.0,"Paxton",11848
20557.7561,"Peak Hill (NSW)",11849
41423.34247,"Peakhurst",11850
37493.76271,"Pendle Hill",11859
53925.51323,"Pennant Hills",11860
46120.41379,"Peakhurst Heights",11851
55305.53676,"Petersham",11866
39525.77778,"Pheasants Nest",11867
40191.47826,"Pearl Beach",11852
33964.66667,"Peats Ridge",11853
40656.57143,"Peel",11854
31079.57895,"Pelaw Main",11855
23198.41096,"Kilburn",40341
38061.25611,"Penrith",11861
30962.28571,"Penrose (Wingecarribee - NSW)",11862
40477.41176,"Phegans Bay",11868
38815.79661,"Compton",40124
32576.57143,"Penrose (Wollongong - NSW)",11863
41405.10872,"Penshurst (NSW)",11864
40602.54545,"Perthville",11865
35048.0,"Piallamore",11870
34693.45455,"Piallaway",11871
28967.35484,"Piambong",11872
44148.0,"Picketts Valley",11873
35338.29126,"Kilkenny",40342
50744.14148,"Picnic Point",11874
44844.06299,"Picton (NSW)",11875
28748.0,"Piggabeen",11876
22575.02703,"Pillar Valley",11877
33314.66667,"Pimlico (NSW)",11878
44655.31707,"Point Frederick",11888
82931.33333,"Point Piper",11889
40825.77778,"Kimba",40343
25298.0,"Pindimar",11879
30348.0,"Pine Ridge",11880
34198.54482,"Port Macquarie",11898
26988.0,"Porters Retreat",11899
29716.11594,"Portland (NSW)",11900
24485.0844,"Elizabeth Downs",40175
0.0,"Pinny Beach",11881
28028.0,"Pitnacree",11882
45852.63576,"Pitt Town",11883
0.0,"Potts Hill",11904
54965.85714,"Kings Park (SA)",40344
31774.50602,"Kingscote",40345
25514.66667,"Pleasant Hills",11884
51168.0,"Pleasure Point",11885
0.0,"Point Wolstoncroft",11890
50165.14286,"Pokolbin",11891
36348.0,"Polo Flat",11892
24908.0,"Pomona (NSW)",11893
32386.09524,"Pooncarie",11894
0.0,"Port Botany",11895
57488.98361,"Port Hacking",11896
29774.70623,"Port Kembla",11897
41548.0,"Possum Brush",11901
24561.33333,"Possum Creek",11902
28671.80952,"Potato Point",11903
64683.67468,"Potts Point",11905
34563.13514,"Pottsville",11906
29685.5,"Prairiewood",11907
23719.42857,"Premer",11908
43396.77049,"Prestons",11909
31021.17073,"South Pambula",12113
39641.33333,"Pretty Beach (Gosford - NSW)",11910
33641.87755,"Primbee",11911
55848.0,"Primrose Valley",11912
25130.85714,"Elizabeth East",40176
42049.75439,"Prospect (NSW)",11913
0.0,"Providence Portal",11914
21591.24324,"Pumpenbil",11915
65565.31844,"Pyrmont",11923
24058.23368,"Punchbowl (Canterbury - NSW)",11916
14216.29268,"Purfleet",11917
26988.0,"Quaama",11924
45466.71539,"Quakers Hill",11925
25948.0,"Quambone",11926
20341.75,"Quandialla",11927
58875.63158,"Putney",11918
36348.0,"Putta Bucca",11919
25148.0,"Putty",11920
22143.12195,"Elizabeth Grove",40177
71342.30894,"Pymble",11921
31890.85714,"Pyree",11922
38152.08163,"Modewarre",20905
49766.88889,"Queanbeyan",11928
68050.88066,"Queenscliff (NSW)",11932
31463.15152,"Quialigo",11933
50275.91519,"Queanbeyan East",11929
32814.40927,"Quirindi",11934
39468.0,"Quorrobolong",11935
43600.95508,"Raby",11936
26526.62372,"Moe",20906
39923.0,"Moe South",20907
50291.36283,"Queanbeyan West",11930
71389.44144,"Queens Park (NSW)",11931
39190.66667,"Raglan (NSW)",11937
30281.33333,"Rainbow Flat",11938
35390.10526,"Monbulk",20908
30648.0,"Raleigh",11939
18772.0,"Ramornie",11940
40887.68254,"Ramsgate",11941
46686.82353,"Ramsgate Beach",11942
27103.55556,"Rand",11943
61082.75936,"Randwick",11944
29973.80645,"Rankins Springs",11946
17900.38095,"Rappville",11947
39438.56604,"Rathmines",11948
0.0,"Ravensdale",11949
0.0,"Essendon Fields",20471
28458.34483,"Ravenswood (NSW)",11950
49228.0,"Raworth",11951
33962.18764,"Raymond Terrace",11952
45249.69492,"Razorback",11953
48624.69173,"Essendon North",20472
49774.86567,"Essendon West",20473
32386.09524,"Red Head",11954
19270.72727,"Red Range",11955
48481.33333,"Redbournberry",11958
27072.32432,"Red Rock",11956
35006.06452,"Redbank (NSW)",11957
29162.54545,"Bellfield (Banyule - Vic.)",20110
29848.0,"Regents Park (NSW)",11962
48605.14286,"Regentville",11963
34680.07547,"Repton",11964
30202.54545,"Reserve Creek",11965
21029.08108,"Sadleir",12029
38754.34921,"Revesby",11966
37628.0,"Safety Beach (NSW)",12030
34420.72727,"Salamander Bay",12031
39814.66667,"Salisbury Plains",12032
29890.85714,"Salt Ash",12033
45399.85185,"San Isidore",12034
50264.76301,"Rhodes",11968
41926.18182,"Richmond Hill (NSW)",11970
44857.09091,"Richmond Lowlands",11971
41784.36364,"Richmond (NSW)",11969
30842.11765,"Rileys Hill",11972
29385.28814,"Eumemmerring",20474
32779.37255,"Eureka (Vic.)",20475
33005.14286,"Riverside (NSW)",11973
61137.65517,"Rodd Point",11987
37839.98312,"Riverstone",11974
25948.0,"Riverview (Gwydir - NSW)",11975
36348.0,"Rookwood (NSW)",11988
76453.0,"Riverview (Lane Cove - NSW)",11976
23224.19048,"Elizabeth North",40178
30134.16352,"Riverwood",11977
36605.85124,"Robertson (NSW)",11978
54902.54545,"Robin Hill",11979
42414.66667,"Rock Flat",11980
45881.33333,"Rock Forest",11981
34788.0,"Rock Valley",11982
35848.0,"Rockdale",11983
31148.0,"Rockley",11984
39468.0,"Rocky Point (NSW)",11985
29513.71429,"Rocky River (Uralla - NSW)",11986
38626.14313,"Rooty Hill",11989
46398.50916,"Rosebery (NSW)",11994
36197.27536,"Wahgunyah",21400
52323.0,"Ropes Crossing",11990
35870.16216,"Roselands",11998
63860.19008,"Rose Bay (NSW)",11991
27275.65957,"Rosebank",11992
19819.42857,"Roseberry Creek",11993
32148.0,"Bena",20114
49719.42857,"Rosebrook (NSW)",11995
32371.52941,"Rosedale (NSW)",11996
33102.14013,"Benalla",20115
21842.73684,"Benambra",20116
34961.33333,"Bend Of Islands",20117
33884.84211,"Wahring",21401
38272.86188,"Rosehill (NSW)",11997
43438.90909,"Waldara",21402
30316.0,"Walkerville (Vic.)",21403
41073.67568,"Wallan",21404
36226.31513,"Rosemeadow",11999
59319.13402,"Russell Lea",12018
66975.69679,"Roseville",12000
40520.09302,"Russell Vale",12019
69114.66667,"Roseville Chase",12001
31288.54054,"Rosewood (Port Macquarie-Hastings - NSW)",12002
32052.34783,"Rosewood (Tumbarumba - NSW)",12003
33124.0,"Rossmore (NSW)",12004
46275.27273,"Hindmarsh (SA)",40298
49273.71429,"Rothbury",12005
43108.0,"Rouchel",12006
48170.42152,"Williams Landing",21473
33098.0,"Round Mountain",12007
58570.64151,"Williamstown (Vic.)",21474
73398.0,"Happy Valley (Qld)",30729
34862.28571,"Rous",12008
40585.03704,"Falls Creek (Vic.)",20482
35736.23529,"Rous Mill",12009
49868.0,"Ryhope",12025
29209.01695,"Rylstone",12026
53204.30252,"Rouse Hill",12010
20120.41379,"Rowlands Creek",12011
51948.0,"Royal National Park",12012
68012.28571,"Royalla",12013
76845.20559,"Rozelle",12014
44939.30435,"Run-o-Waters",12015
39233.36585,"Heatley",30741
41192.21053,"Helensvale",30742
41644.2963,"Ruse",12016
62269.42857,"Rushcutters Bay",12017
35810.87425,"Rutherford",12020
31890.85714,"Rydal",12021
39115.74194,"Rydalmere",12022
45767.33439,"Ryde",12023
25948.0,"Rye Park",12024
47398.0,"Sackville",12027
36653.88235,"Sackville North",12028
53753.55556,"Kingswood (SA)",40349
32639.80328,"San Remo (NSW)",12035
38731.33333,"Sancrox",12036
33970.85714,"Sawyers Gully",12050
67000.63158,"Scarborough (NSW)",12051
24883.43307,"Sanctuary Point",12037
40805.14286,"Sedgefield",12060
36348.0,"Sandgate (NSW)",12038
53573.0,"Sandringham (NSW)",12039
29387.58333,"Sandy Beach",12040
20358.0,"Sandy Flat",12041
40508.0,"Sandy Hollow",12042
55540.10526,"Sandy Point (NSW)",12043
45984.69725,"Sans Souci",12044
40995.78761,"Sapphire Beach",12045
27069.10092,"Shalvey",12066
42694.23656,"Saratoga",12046
14508.0,"Sassafras (NSW)",12047
40573.0,"Saumarez Ponds",12048
34714.28352,"Sawtell",12049
39052.0,"Shelly Beach (NSW)",12073
29113.21739,"Sherwood (Kempsey - NSW)",12074
42721.54086,"Schofields",12052
39667.14894,"Scone",12053
56060.2449,"Scotland Island",12054
24977.33333,"Scotts Head",12055
65153.88235,"Seaforth (NSW)",12056
45661.43284,"Seaham",12057
37244.55172,"Seahampton",12058
30570.22222,"Sebastopol (NSW)",12059
33748.0,"Seelands",12061
30838.06623,"Sefton",12062
38428.0,"Segenhoe",12063
39032.50491,"Seven Hills (NSW)",12064
48166.18182,"Shadforth (NSW)",12065
29414.66667,"Shanes Park",12067
28981.33333,"Shannon Brook",12068
31548.0,"Shannons Flat",12069
60996.0,"Malvern (SA)",40394
48871.07692,"Shell Cove",12070
