median11, ssc_name, ssc2011
36754.25,"Toolamba",21345
36100.38095,"Toolangi",21346
38484.9863,"Toolern Vale",21347
29414.66667,"Toolleen",21348
27408.67416,"Toora (Vic.)",21351
25126.94737,"Toora North",21352
37480.67327,"Tooradin",21353
38558.0,"Tyabb",21376
41990.55319,"Tyers",21377
66495.61905,"Toorak",21354
19633.71429,"Toorloo Arm",21355
42006.82353,"Semaphore",40664
28646.37838,"Tootgarook",21356
38275.80488,"Trafalgar (Vic.)",21360
45411.41463,"Torquay (Vic.)",21357
28137.47368,"Torrumbarry",21358
0.0,"Tottenham (Vic.)",21359
33748.0,"Trafalgar East",21361
35481.33333,"Trafalgar South",21362
22481.33333,"Tragowel",21363
40176.95126,"Traralgon",21364
49943.18072,"Traralgon East",21365
51700.38095,"Traralgon South",21366
51744.07843,"Travancore",21367
30469.73913,"Trawalla",21368
40924.0,"Tuerong",21373
0.0,"Tremont",21369
38055.16981,"Tullamarine",21374
24734.66667,"Tungamah",21375
30931.33333,"Trentham",21370
28656.33333,"Tresco",21371
44473.0,"Tynong North",21380
29125.77778,"Tyntynder",21381
41489.94577,"Truganina",21372
37469.56863,"Tylden",21378
34903.55556,"Tynong",21379
27681.33333,"Ultima",21384
26260.0,"Undera",21385
35192.44444,"Underbool",21386
41878.15873,"Upper Ferntree Gully",21387
32371.52941,"Upper Gundowring",21388
38948.0,"Upper Plenty",21389
47903.55556,"Balnagowan",30093
44631.18584,"Upwey",21390
37252.34783,"Vectis",21391
32881.33333,"Ventnor (Vic.)",21392
21955.14286,"Venus Bay (Vic.)",21393
36461.04348,"Bamaga",30094
45611.08244,"Vermont",21394
44139.44737,"Vermont South",21395
36868.0,"Walmer (Vic.)",21406
48365.44186,"Viewbank",21396
33531.33333,"Wando Vale",21414
28548.0,"Bambaroo",30095
34398.0,"Vinifera",21397
29848.0,"Violet Town",21398
30108.0,"Waaia",21399
41548.0,"Wallington",21405
20025.77778,"Tammin",50755
36636.88889,"Walpa",21407
32664.66667,"Walpeup",21408
26948.0,"Walwa",21409
51277.03226,"Wandana Heights",21410
15548.0,"Tanami (WA)",50756
31928.0,"Wandiligong",21411
37348.0,"Wandin East",21412
37503.55556,"Warncoort",21423
38105.40741,"Wandin North",21413
40841.82716,"Wandong",21415
39026.78788,"Wangandary",21416
52147.6587,"Warranwood",21430
32664.66667,"Warrenbayne",21431
34496.48485,"Wangaratta (Vic.)",21417
38051.44828,"Wangaratta South",21418
42913.95265,"Wantirna",21419
42775.02703,"Wantirna South",21420
36533.71429,"Waranga Shores",21421
28784.36364,"Warburton (Vic.)",21422
38466.51852,"Warrenheip",21432
36050.85714,"Warneet",21424
28661.04348,"Warrion",21433
36742.93671,"Warrnambool",21434
38002.54545,"Warrong",21435
34831.33333,"Wartook",21436
31894.53465,"Warracknabeal",21425
42300.41158,"Watsonia",21440
37260.47357,"Warragul",21426
39184.36364,"Warragul South",21427
51839.66667,"Warrandyte",21428
54295.22222,"Warrandyte South",21429
28991.90244,"Watchem",21437
36001.33333,"Waterford Park",21438
55085.93103,"Waterways",21439
43877.16667,"Wattle Glen",21443
28919.42857,"Waubra",21444
45543.78947,"Waurn Ponds",21445
20531.33333,"Wedderburn (Vic.)",21446
28028.0,"Wellsford",21447
23426.78788,"Welshmans Reef",21448
23621.68421,"Welshpool (Vic.)",21449
32633.71429,"Wemen",21450
28779.89189,"Wendouree",21451
30281.33333,"West Bendigo",21456
36686.75598,"Werribee",21452
37639.36786,"West Footscray",21457
34222.78261,"Werribee South",21453
30600.63158,"Werrimull",21454
30590.85714,"Wesburn",21455
56081.89121,"West Melbourne",21458
38519.37681,"West Wodonga",21459
62940.64706,"Auchenflower",30069
28201.33333,"Augathella",30070
38081.33333,"Westmeadows",21460
36348.0,"Wharparilla",21461
28906.62069,"Wheatsheaf",21462
34839.07143,"White Hills (Vic.)",21464
32881.33333,"Whiteheads Creek",21465
34102.54545,"Whitfield (Vic.)",21466
26839.42857,"Whittington",21467
39458.28037,"Whittlesea",21468
44823.67568,"Wheelers Hill",21463
32242.73684,"Whorouly",21469
44725.77778,"Williamstown North",21475
43281.33333,"Willowmavin",21477
25002.54545,"Willung South",21478
71448.0,"Wilsons Promontory",21479
32318.0,"Wimbledon Heights",21480
35814.66667,"Willow Grove",21476
33170.22222,"Winton (Vic.)",21486
36471.51544,"Wodonga",21487
38263.78947,"Wollert",21488
30857.31677,"Winchelsea",21481
19148.0,"Woomelang",21501
33275.27273,"Winchelsea South",21482
29523.0,"Woorinen South",21506
29607.25926,"Woorndoo",21507
56597.30556,"Augustine Heights",30071
14122.51737,"Aurukun",30072
31818.96774,"Windermere (Vic.)",21483
57965.27116,"Windsor (Vic.)",21484
42786.09524,"Winslow",21485
31620.72727,"Won Wron",21489
52203.45852,"Wonga Park",21490
29676.61736,"Wonthaggi",21491
31327.31034,"Towen Mountain",31663
22914.66667,"Wood Wood",21492
43410.68657,"Woodend (Vic.)",21493
27681.33333,"Yabba North",21515
45773.0,"Woodend North",21494
39236.88889,"Woodford (Vic.)",21495
27939.48936,"Woodside (Vic.)",21496
36533.71429,"Woodstock (Vic.)",21497
31713.21739,"Woodvale (Vic.)",21498
36868.0,"Woolamai",21499
35364.21622,"Woolsthorpe",21500
36764.0,"Wooragee",21502
33376.57143,"Woorarra West",21503
34607.84252,"Woori Yallock",21504
33748.0,"Woorinen",21505
29825.9661,"Wunghnu",21508
44614.66667,"Barmaryee",30108
38002.54545,"Wurruk",21509
37156.10811,"Wy Yung",21510
24254.97674,"Wycheproof",21511
28296.3871,"Wye River",21512
40598.2994,"Wyndham Vale",21513
47748.0,"Yallambie",21518
0.0,"Yallourn",21519
32309.16505,"Yallourn North",21520
27348.0,"Yambuk",21521
34903.55556,"Barmoya",30109
36348.0,"Towers Hill",31664
29692.0,"Wyuna (Vic.)",21514
17660.5,"Town Common",31665
40792.44444,"Yackandandah",21516
26905.89474,"Yalca",21517
42241.33333,"Yan Yean",21522
29703.55556,"Yanakie",21523
34384.73469,"Yarragon",21530
40602.54545,"Yarragon South",21531
27612.0,"Yandoit",21524
38298.0,"Yannathan",21525
32329.81818,"Yapeen",21526
30557.09091,"Yarck",21527
39856.73786,"Yarra Glen",21528
32667.48052,"Yarra Junction",21529
33275.27273,"Basin Pocket",30116
28445.36842,"Yarram",21532
46197.41176,"Yarrambat",21533
52819.35135,"Yarraville",21534
33472.57627,"Yarrawonga (Vic.)",21535
27327.59184,"Yarroweyah",21536
32396.0,"Yea",21537
36484.84211,"Yellingbo",21538
34811.63636,"Adare",30004
32188.0,"Battery Hill",30117
19342.59459,"Bauple",30118
0.0,"Bauple Forest",30119
25948.0,"Yelta (Vic.)",21539
35017.76744,"Alberton (Qld)",30014
40768.0,"Yendon",21540
37180.0,"Yinnar",21541
39567.04762,"Adelaide Park",30005
42159.76471,"Yinnar South",21542
37442.73684,"Yulecart",21543
39814.66667,"Yuroke",21544
37557.30233,"Abergowrie",30001
32963.87302,"Acacia Ridge",30002
33511.63636,"Acland",30003
36088.0,"Advancetown",30006
45785.03704,"Aeroglen",30007
25726.7234,"Aldershot",30017
44668.0,"Airville",30010
43679.14754,"Aitkenvale",30011
29414.66667,"Alabama Hill",30012
48402.54545,"Alligator Creek (Townsville - Qld)",30026
51350.89855,"Albany Creek",30013
52211.51351,"Albion (Brisbane - Qld)",30015
58982.48276,"Alderley",30016
45757.52381,"Alexandra (Qld)",30018
41492.28571,"Alexandra Headland",30019
32432.70588,"Allora",30027
41682.22148,"Alexandra Hills",30020
43203.64142,"Algester",30021
51692.2623,"Alice River",30022
34862.28571,"Alloway",30028
36574.08696,"Allandale (Qld)",30023
38207.21788,"Allenstown",30024
48073.6917,"Andergrove",30039
48875.27273,"Alligator Creek (Mackay - Qld)",30025
41942.79393,"Modbury Heights",40441
41028.0,"Aloomba",30029
41993.71429,"Alpha",30030
46888.54054,"Alton Downs",30031
35308.0,"Alva",30032
28311.63636,"Amamoor",30033
50853.26316,"Amberley",30034
34614.66667,"Ambrose",30035
33511.63636,"Amby",30036
27433.71429,"Amiens",30037
30570.22222,"Amity",30038
47117.27536,"Annerley",30041
56371.61111,"Anstead",30042
22770.22222,"Antigua",30043
25535.30159,"Apple Tree Creek",30044
27493.94595,"Applethorpe",30045
0.0,"Arafura Sea",30046
34385.73585,"Araluen (Qld)",30047
50882.32099,"Arana Hills",30049
35681.33333,"Aratula (Qld)",30050
60131.33333,"Ascot (Brisbane - Qld)",30060
32188.0,"Arcadia (Qld)",30051
36348.0,"Archerfield",30052
35605.14286,"Arcturus",30053
41028.0,"Argoon (Qld)",30054
43368.0,"Armstrong Beach",30055
44841.33333,"Armstrong Creek",30056
37020.41379,"Aroona",30057
30281.33333,"Arriga",30058
38864.12903,"Arundel",30059
43801.33333,"Ashfield (Qld)",30061
61461.0674,"Ashgrove",30062
38510.61682,"Ashmore",30063
42966.18182,"Athol",30066
39691.76528,"Modbury North",40442
33921.33333,"Monarto",40443
47789.40731,"Aspley",30064
44711.05732,"Bayview Heights",30120
33196.20144,"Atherton",30065
24418.58824,"Atkinsons Dam",30067
41403.55556,"Aubigny",30068
20005.14286,"Port Vincent",40602
34470.22222,"Austinville",30073
32876.83117,"Avenell Heights",30074
44430.9932,"Warradale",40772
36300.72727,"Avoca (Qld)",30075
32266.98734,"Babinda (Qld)",30078
30281.33333,"Back Plains",30079
50009.64875,"Somerton Park",40677
27386.29787,"Avondale (Qld)",30076
45438.64748,"South Brighton",40678
37036.1203,"Ayr",30077
33825.61194,"Bilinga",30160
19152.54545,"Badu Island",30080
43555.01754,"Bahrs Scrub",30081
34502.83871,"Bajool",30082
43791.13725,"Bakers Creek (Qld)",30083
45148.0,"Balberra",30084
42358.25641,"Bald Hills (Qld)",30085
39632.21053,"Bald Knob",30086
31941.22034,"Balgal Beach",30087
16724.19048,"Ballogie",30090
33314.66667,"Ball Bay",30088
26273.0,"Ballandean",30089
63488.81633,"Balmoral (Qld)",30091
40161.33333,"Balmoral Ridge",30092
34991.47826,"Banana",30096
44519.42857,"Bangalee (Qld)",30097
49042.11765,"Barellan Point",30105
33830.27848,"Banksia Beach",30098
41845.14286,"Bannockburn (Qld)",30099
43983.44304,"Banyo",30100
40366.18182,"Baralaba",30101
42533.26316,"Barcaldine",30102
66587.13043,"Bardon",30103
19065.64706,"Baree",30104
35923.5102,"Bargara",30106
48124.47059,"Barlows Hill",30107
39610.7451,"Barney Point",30110
36733.18519,"Barrine",30111
41548.0,"Beach Holm",30121
0.0,"Barron Gorge",30112
59513.57377,"Beecher",30127
32403.17241,"Bartle Frere",30113
22889.17647,"Basalt (Qld)",30114
0.0,"Basilisk",30115
29455.79661,"Beachmere",30122
45375.2,"Beaconsfield (Qld)",30123
24293.45455,"Beatrice",30124
31503.66038,"Beaudesert",30125
33457.15254,"Beenleigh",30129
45680.89902,"Biloela",30161
27216.29268,"Bilyana",30162
40444.9697,"Bedourie",30126
49925.77778,"Belivah",30133
31736.67925,"Beechmont",30128
26723.27273,"Bellara",30135
30498.0,"Beerburrum",30130
33446.21429,"Beerwah",30131
51698.0,"Belgian Gardens",30132
26673.5814,"Bell (Qld)",30134
25612.51613,"Bingil Bay",30163
31748.0,"Binjour",30164
39022.28571,"Bellbird Park",30136
52204.57895,"Bellbowrie",30137
30219.42857,"Bellenden Ker",30138
52372.39863,"Belmont (Qld)",30143
26870.58065,"Belli Park",30139
36422.28571,"Belvedere",30144
37571.52941,"Belyando",30145
40150.15054,"South Plympton",40679
36445.65258,"Bellmere",30140
23758.52632,"Bells Bridge",30141
35192.44444,"Bells Creek",30142
46296.97959,"Tranmere (SA)",40730
34380.43243,"Bemerside",30146
52463.87302,"Benaraby",30147
42541.25843,"Rostrevor",40636
18457.52381,"Benarkin North",30148
42223.32468,"Benowa",30149
82422.18738,"Roxby Downs",40637
40240.6276,"Bentley Park",30150
41805.42574,"Berrinba",30151
42158.52632,"Bundall",30262
35487.56835,"Bundamba",30263
36003.24862,"Berserker",30152
35439.56627,"Garbutt",30633
34725.18121,"Bethania",30153
41873.0,"Biddeston",30156
32765.77778,"Biboohra",30154
33948.0,"Georgetown (Qld)",30642
35330.6087,"Biddaddaba",30155
29257.09091,"Bidwill (Qld)",30157
24692.82759,"Biggenden",30158
36190.74194,"Biggera Waters",30159
38873.71429,"Birkalla",30165
49452.0,"Birtinya",30167
28331.33333,"Black Duck Creek",30168
44109.19403,"Birkdale",30166
44989.17647,"Bluewater Park",30185
32715.12329,"Black Mountain (Qld)",30169
43641.50649,"Black River (Qld)",30170
32335.40157,"Blackall",30171
18404.79012,"Blackbutt (Qld)",30172
70519.42857,"Bluff",30186
17095.61905,"Blackbutt North",30173
39468.0,"Blackrock",30174
63413.27778,"Blacks Beach",30175
33024.52174,"Royal Park",40638
40438.66667,"Blackstone",30176
73366.03279,"Blackwater",30177
51259.76471,"Royston Park",40639
45188.0,"Blanchview",30178
28548.0,"Blenheim",30179
36132.74946,"Bli Bli",30180
19421.46939,"Bloomfield",30181
29257.09091,"Bloomsbury",30182
54215.44186,"Blue Mountain Heights",30183
38774.66667,"Bluewater",30184
46836.13559,"Trinity Gardens",40731
36998.0,"Bohle",30187
53330.18391,"Bohle Plains",30188
47971.52941,"Vale Park",40748
20459.11111,"Boigu Island",30189
38816.68687,"Bokarina",30190
24973.0,"Bollier",30191
49699.35135,"Bowen Hills",30213
33128.95238,"Bowenville",30214
31759.76471,"Bollon",30192
34575.27273,"Bondoola",30193
29209.23457,"Bongaree",30194
32188.0,"Bongeen",30195
42049.9305,"Bonogin",30197
29137.33333,"Booie",30198
23719.42857,"Boompa",30199
38370.22222,"Bonnie Doon (Qld)",30196
36768.42553,"Valley View",40749
31722.73684,"Boonah (Qld)",30200
31148.0,"Booval",30205
26400.17391,"Booyal",30206
26988.0,"Boreen Point",30207
27775.02703,"Venus Bay (SA)",40750
42610.56781,"Boondall",30201
22889.17647,"Boonooroo",30202
25648.0,"Booral (Qld)",30203
30789.37931,"Booroobin",30204
36800.17391,"Bororen",30209
42997.18033,"Bouldercombe",30210
34348.0,"Boulia",30211
36039.6442,"Bowen",30212
40453.26316,"Boyland",30215
43979.65468,"Caravonica",30323
54354.25,"Boyne Island",30216
29414.66667,"Boyne Valley",30217
33590.42424,"Boynewood",30218
38081.33333,"Bracalba",30219
42241.33333,"Bracewell",30220
27248.0,"Bungadoo",30264
44259.00164,"Bracken Ridge",30221
37648.0,"Braemeadows",30222
20170.22222,"Braemore",30223
18928.0,"Bramston Beach",30224
35743.34884,"Brandon",30225
30748.0,"Bridges",30232
34674.18026,"Branyan",30226
44053.69948,"Brighton (Qld)",30234
32672.13793,"Brightview",30235
40250.10697,"Brassall",30227
40304.38921,"Bray Park (Qld)",30228
47524.70886,"Brinsmead",30236
37239.42857,"Breddan",30229
31436.88889,"Bungalow",30265
35748.0,"Bungundarra",30266
25576.57143,"Bungunya",30267
40157.30233,"Brendale",30230
57372.57421,"Bridgeman Downs",30231
40854.66667,"Burketown",30271
32819.42857,"Brigalow",30233
61322.72767,"Brisbane City",30237
0.0,"Byellee",30284
40646.66667,"Broadbeach",30238
36348.0,"Browns Plains (Qld)",30249
41153.7377,"Broadbeach Waters",30239
26164.66667,"Broadwater (Qld)",30240
38328.95238,"Bromelton",30241
67475.77778,"Brookfield (Qld)",30242
25081.33333,"Brooklands",30243
38428.0,"Brookstead",30244
40292.82759,"Buccan",30252
66216.29268,"Brookwater",30245
26340.45283,"Brooloo",30246
18421.68421,"Brooweena",30247
33866.18182,"Broughton (Qld)",30248
18310.5,"Bundaberg Central",30257
50206.82353,"Bucasia",30250
27179.57895,"Bundaberg West",30261
24561.33333,"Bucca (Qld)",30251
0.0,"Carole Park",30331
39204.06061,"Buddina",30253
41041.34889,"Buderim",30254
41548.0,"Bulgun",30255
24348.0,"Goondi Hill",30683
68607.82405,"Bulimba",30256
39496.4375,"Goondiwindi",30684
32287.32584,"Bundaberg East",30258
28533.94595,"Bundaberg North",30259
26898.74627,"Bundaberg South",30260
59090.85714,"Bunya",30268
52670.22222,"Burbank",30269
48841.50649,"Burdell",30270
26443.2381,"Goovigen",30685
40526.57143,"Burleigh Heads",30272
38621.72549,"Burleigh Waters",30273
26049.96078,"Burnett Heads",30274
37237.47368,"Burnside (Qld)",30275
39728.27572,"Burpengary",30276
39378.76923,"Burpengary East",30277
29565.3913,"Burra Burri",30278
30089.86047,"Caboolture South",30288
19742.16058,"Burrum Heads",30279
20314.66667,"Burrum River",30280
42920.22222,"Cairns City",30289
51532.0,"Burua",30281
53242.24779,"Bushland Beach",30282
22012.86486,"Buxton (Qld)",30283
58261.69427,"Gordon Park",30686
32881.33333,"Gordonbrook",30687
23868.0,"Byfield",30285
44148.0,"Cabarlah",30286
28548.0,"Grand Secret",30693
40530.6087,"Yahl",40836
32355.56686,"Caboolture",30287
21903.55556,"Yalata",40837
30739.01124,"Yankalilla",40838
38433.34704,"Cairns North",30290
42048.70211,"Calamvale",30291
41548.0,"Yatala Vale",40839
42328.0,"Yattalunga (SA)",40840
37462.28571,"Yeelanna",40841
34036.88889,"Calavos",30292
38263.78947,"Calen",30293
30066.12081,"Caloundra",30297
31857.09091,"Calico Creek",30294
25948.0,"Callemondah",30295
50920.83951,"Calliope (Qld)",30296
36836.02589,"Caloundra West",30298
37442.73684,"Calvert (Qld)",30299
36012.51613,"Cambooya",30300
41484.02812,"Camira (Qld)",30302
31148.0,"Camooweal",30303
33690.22222,"Camp Creek (Qld)",30304
35223.67568,"Watervale",40777
59358.19787,"Camp Hill",30305
53827.51807,"Camp Mountain",30306
27920.41379,"Campaspe",30307
28000.63158,"Canina",30310
27858.20408,"Halifax",30722
24792.44444,"Haly Creek",30723
31148.0,"Canningvale",30311
50818.41199,"Cannon Hill",30312
44965.14286,"Cannon Valley",30313
38492.3299,"Canungra",30315
39732.80493,"Cannonvale",30314
48516.0,"Capella",30320
21508.97561,"Captain Creek",30321
42181.39012,"Capalaba",30316
38428.0,"Cape Cleveland",30317
0.0,"Cape Conway",30318
26510.16216,"Cape Tribulation",30319
32534.66667,"Captains Mountain",30322
39525.77778,"Carbrook",30324
28866.36735,"Cardwell",30325
50465.71957,"Carina (Qld)",30326
46899.72414,"Carina Heights",30327
27508.0,"Carters Ridge",30336
55816.09816,"Cashmere",30337
53678.27091,"Carindale",30328
29029.48148,"Carmila",30329
37041.33333,"Carmoo",30330
33624.19048,"Carpendale",30332
37850.22222,"Cawarral",30340
36537.09091,"Cecil Plains",30341
38329.98953,"Carrara",30333
31876.0,"Carruchan",30334
49441.38374,"Carseldine",30335
39677.37294,"Charleville",30352
40248.0,"Castaways Beach",30338
73584.9863,"Castle Hill (Qld)",30339
38696.3871,"Cedar Creek (Gold Coast - Qld)",30342
52923.0,"Cedar Creek (Moreton Bay - Qld)",30343
42360.5,"Cedar Grove",30344
28631.87097,"Cedar Pocket",30345
41171.18841,"Cedar Vale",30346
38502.95495,"Centenary Heights",30347
36638.35533,"Chambers Flat",30348
38948.0,"Chances Plain",30349
38688.0,"Coleyville",30389
41778.0,"Collingwood Park (Qld)",30390
50263.49296,"Chandler (Qld)",30350
62073.85034,"Chapel Hill (Qld)",30351
29505.89474,"Charlwood",30353
31443.45455,"Chatsworth (Qld)",30354
43713.83493,"Chermside",30357
66760.5,"Chelmer",30355
20995.61905,"Churchable",30364
36781.33333,"Hampton (Qld)",30727
16387.37008,"Cherbourg",30356
30316.0,"Cinnabar",30367
38890.22222,"Clagiraba",30368
34036.88889,"Clare (Qld)",30369
33748.0,"Clarendon (Qld)",30370
31264.02434,"Manoora (Qld)",31005
48612.64646,"Chermside West",30358
34929.81818,"Chevallum",30359
33445.67442,"Chewko",30360
16043.2381,"Mapoon",31009
26200.42718,"Childers (Qld)",30361
25298.0,"Chillagoe",30362
41251.50877,"Clifton Beach (Qld)",30377
37751.1746,"Marburg",31010
44086.58268,"Chinchilla",30363
33359.9403,"Churchill (Qld)",30365
48068.63492,"Chuwar",30366
56287.56835,"Clayfield",30371
40948.82305,"Clear Island Waters",30372
38214.66667,"East Greenmount",30537
52854.97674,"Clear Mountain",30373
50455.82609,"Clermont",30374
44305.38499,"Cleveland (Qld)",30375
24214.66667,"Clifton (Qld)",30376
17498.0,"Masig Island",31025
53977.73978,"Clinton (Qld)",30378
52843.20958,"Cloncurry",30379
55848.0,"Closeburn",30381
37314.60929,"Clontarf (Moreton Bay - Qld)",30380
38718.58824,"Coalfalls",30384
31340.59259,"Coalstoun Lakes",30385
21268.0,"Cloyna",30382
40957.09091,"Cluden",30383
44084.58537,"Collinsville (Qld)",30391
33748.0,"Colosseum",30392
41032.18231,"Condon",30396
34119.42857,"East Innisfail",30538
57148.0,"Comet",30393
37323.0,"Cona Creek",30394
35364.21622,"Condamine",30395
36240.78351,"Coopers Plains",30416
23027.45205,"Conondale",30397
30628.0,"Conway",30398
29703.55556,"Coochiemudlo Island",30399
32941.10345,"Cooya Beach",30425
29892.82759,"Coochin",30400
37908.0,"Coochin Creek",30401
38989.71123,"East Ipswich",30539
38738.8046,"Cooee Bay",30402
33005.14286,"Cooktown",30403
30108.0,"Coolabunia",30404
55609.97183,"Wattle Park",40778
30281.33333,"Coolana",30405
31890.85714,"Wellington East",40784
32790.81984,"Coolangatta (Qld)",30406
28395.05882,"Coolmunda",30407
0.0,"Cooloola",30408
20748.0,"Cooloola Cove",30409
32825.41935,"Cooloolabin",30410
24081.33333,"Cow Bay",30438
33900.94118,"Cowley Beach",30439
24032.21053,"Cracow",30440
35706.22785,"Coolum Beach",30411
28831.63636,"Cranley",30444
12948.0,"Crediton",30445
33751.63636,"Coombabah",30412
40248.0,"Cremorne (Qld)",30446
75573.0,"Karratha Industrial Estate",50387
44267.08397,"Coomera",30413
26198.60241,"Coominya",30414
21948.0,"Coonarr",30415
32123.0,"Karridale",50388
28082.32836,"Cooran",30417
33376.57143,"Cooranga",30418
35745.6834,"Crestmead",30447
30644.77419,"Croftby",30448
27950.48447,"Cooroibah",30419
32014.66667,"Cooroy",30420
54809.35182,"Coorparoo",30421
39499.51515,"Coorumba",30422
28548.0,"Cootharaba",30423
36527.31034,"Cungulla",30455
31421.68421,"Coowonga",30424
19592.44444,"Cooyar",30426
82281.33333,"Coppabella (Qld)",30427
20748.0,"Daintree",30465
36748.0,"Coral Cove",30428
36748.0,"Coral Sea (Gladstone - Qld)",30429
46361.51351,"Cornubia",30435
0.0,"Coral Sea (Whitsunday - Qld)",30430
26814.66667,"Cordalba",30431
26814.66667,"Cordelia",30432
47325.77778,"Cotswold Hills",30436
24348.0,"Cottonvale (Qld)",30437
32881.33333,"Corfield",30433
51441.22034,"Corinda",30434
43925.50611,"Daisy Hill (Qld)",30466
65538.90909,"Dajarra",30467
39087.78495,"Craiglie",30441
33282.32836,"Craignish",30442
41842.92537,"Cranbrook (Qld)",30443
29484.0,"Crohamhurst",30449
28548.0,"Crossdale",30450
45916.0,"Crossroads",30451
25052.63576,"Crows Nest (Qld)",30452
27805.14286,"Croydon (Qld)",30453
32242.73684,"Cullinane",30454
43817.09091,"Dakabin",30468
33322.54545,"Cunnamulla",30456
22798.0,"Curra",30457
41275.74869,"Currajong",30458
35348.82645,"Currimundi",30459
40269.31148,"Currumbin",30460
38570.58065,"Currumbin Valley",30461
32911.63636,"Darra",30477
37308.77796,"Currumbin Waters",30462
16588.0,"Cushnie",30463
34119.42857,"D'Aguilar",30464
40353.05051,"Dalby",30469
25254.66667,"Dauan Island",30478
24214.66667,"Dalcouth",30470
19172.24242,"Dallarnil",30471
40725.77778,"Deeragun",30484
20228.0,"Degilbo",30485
27768.0,"Dalveen",30472
26208.0,"Dalysford",30473
45948.0,"Dargal Road",30474
35623.40984,"Darling Heights",30475
32188.0,"Darlington (Qld)",30476
44148.0,"Dayboro",30479
50552.87805,"East Mackay",30540
19819.42857,"East Nanango",30541
40723.60976,"Deagon",30480
24709.90476,"Delan",30486
39697.15254,"Delaneys Creek",30487
33573.76448,"Deception Bay",30481
52191.75,"Deebing Heights",30482
19357.30233,"Deepwater (Qld)",30483
29360.5,"Diamond Valley",30490
36020.44094,"Dicky Beach",30491
25298.0,"Didcot",30492
30348.0,"Kulin",50415
30498.0,"Diddillibah",30493
32162.63415,"Dirranbandi",30499
39048.42918,"Doolandella",30502
15904.86275,"Doomadgee",30503
15853.88235,"Lagrange",50419
33324.74419,"Doonan",30504
54176.57143,"Douglas (Townsville - Qld)",30505
47019.48594,"East Toowoomba",30543
54407.45946,"Draper",30506
34479.25,"Drayton",30507
25948.0,"Drillham",30509
41162.81481,"Duaringa",30510
51948.0,"Duckinwilla",30511
28631.87097,"Ducklo",30512
32930.85714,"Dugandan",30513
23533.71429,"Dulacca",30514
35148.0,"Dulong",30515
27366.18182,"Dululu",30516
29339.30435,"Dundowran",30519
33388.65041,"Dundowran Beach",30520
41548.0,"Dunk",30521
23059.11111,"Dunkeld (Qld)",30522
19524.47059,"East Trinity",30544
43281.33333,"Dunnrock",30523
32686.02817,"Dunwich",30524
37794.95652,"Eastern Heights",30545
33367.63928,"Durack (Qld)",30525
17652.7619,"Durong",30526
44519.42857,"Lake Grace",50422
38238.90909,"Lake King",50423
38290.16867,"Dutton Park",30527
78200.42718,"Dysart (Qld)",30529
0.0,"Eagle Farm",30530
39525.77778,"Dynevor",30528
42882.8659,"Edge Hill",30550
30483.62654,"Eagleby",30531
38483.09934,"Earlville",30532
40433.71429,"East Barron",30533
51564.99717,"East Brisbane",30534
28748.0,"East Deep Creek",30535
37586.09524,"East Feluga",30536
32730.6087,"East Palmerston",30542
35048.0,"Hughenden",30781
55294.65428,"Eatons Hill",30546
36190.42424,"Ebbw Vale",30547
37388.0,"Ebenezer (Qld)",30548
39695.94521,"Edens Landing",30549
38738.72306,"Edmonton",30551
32339.66667,"Eerwah Vale",30552
27014.66667,"Eidsvold",30553
35481.33333,"Eidsvold West",30554
54626.78788,"Eimeo",30556
40793.44432,"Eight Mile Plains",30555
38639.85185,"Elimbah",30560
31148.0,"Ellangowan (Qld)",30561
25758.21898,"Ellen Grove",30562
28652.0,"Ellerbeck",30563
19348.0,"Ellesmere",30564
33970.85714,"El Arish",30557
37648.0,"Elliott (Qld)",30565
25353.71429,"Elliott Heads",30566
37551.25581,"Elanora",30558
28676.71287,"Eli Waters",30559
57594.82003,"Emerald (Qld)",30567
27783.29412,"Emu Creek (Qld)",30568
34826.04878,"Emu Park",30569
26358.52632,"Emu Vale",30570
46748.0,"Evans Landing",30591
28958.52632,"Evelyn",30592
43033.71429,"Champion Lakes",50150
0.0,"England Creek",30571
34512.70588,"Changerup",50151
52786.15789,"Enoggera",30572
29035.5,"Federal (Qld)",30600
33748.0,"Felton",30601
71448.0,"Enoggera Reservoir",30573
56416.75,"Erakala",30574
31148.0,"Eromanga",30575
20648.0,"Erub Island",30576
23136.14815,"Esk (Qld)",30577
56590.85714,"Etna Creek",30578
35499.02041,"Forest Glen (Qld)",30617
43628.0,"Eton",30579
35556.69565,"Etty Bay",30580
20748.0,"Eubenangee",30581
39448.0,"Fernvale (Qld)",30603
29226.26087,"Eudlo",30582
28444.0,"Eukey",30583
19295.05882,"Euleilah",30584
30425.77778,"Finch Hatton",30607
47971.52941,"Eumamurrin",30585
32342.07407,"Eumundi",30586
32014.66667,"Eungella (Qld)",30587
33014.66667,"Euramo",30588
36348.0,"Eurimbula",30589
65448.0,"Fisher (Qld)",30608
51002.54545,"Euthulla",30590
50637.07563,"Everton Hills",30593
33933.71429,"Fishery Falls",30609
48776.0,"Everton Park",30594
32832.50704,"Forrest Beach (Qld)",30621
20376.57143,"Forsayth",30622
38919.63636,"Merriwa (WA)",50492
49660.0,"Fairfield (Qld)",30595
39184.36364,"Fairney View",30596
45983.29412,"Dardanup West",50207
38514.66667,"Fairy Bower",30597
